"Season","League","BBRef_Team_Name","BBRef_Team_Abbreviation","Current_BBRef_Team_Name","Current_BBRef_Team_Abbreviation","ESPN_Current_Link_ID","NBA_Current_Link_ID","Spotrac_Current_Link_ID"
2006,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2005,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2004,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2003,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2002,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2001,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2000,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1999,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1998,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1997,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1996,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1995,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1994,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1993,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1992,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1991,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1990,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1989,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1988,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1987,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1986,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1985,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1984,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1983,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1982,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1981,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1980,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1979,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1978,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1977,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1976,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1975,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1974,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1973,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1972,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1971,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1970,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1969,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1968,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1967,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1966,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1965,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1964,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1963,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1962,"NBA","San Francisco Warriors","SFW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1961,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1960,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1959,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1958,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1957,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1956,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1955,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1954,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1953,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1952,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1951,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1950,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1949,"NBA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1948,"BAA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1947,"BAA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
1946,"BAA","Philadelphia Warriors","PHW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2019,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2018,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2017,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2016,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2015,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2014,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2013,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2012,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2011,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2010,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2009,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2008,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2007,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2006,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2005,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2004,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2003,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2002,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2001,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2000,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1999,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1998,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1997,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1996,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1995,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1994,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1993,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1992,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1991,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1990,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1989,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1988,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1987,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1986,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1985,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1984,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1983,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1982,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1981,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1980,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1979,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1978,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1977,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1976,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1975,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1974,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1973,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1972,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1971,"NBA","Houston Rockets","HOU","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1970,"NBA","San Diego Rockets","SDR","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1969,"NBA","San Diego Rockets","SDR","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1968,"NBA","San Diego Rockets","SDR","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
1967,"NBA","San Diego Rockets","SDR","Houston Rockets","HOU","HOU",1610612745,"houston-rockets"
2019,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2018,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2017,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2016,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2015,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2014,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2013,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2012,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2011,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2010,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2009,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2008,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2007,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2006,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2005,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2004,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2003,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2002,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2001,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2000,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1999,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1998,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1997,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1996,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1995,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1994,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1993,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1992,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1991,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1990,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1989,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1988,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1987,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1986,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1985,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1984,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1983,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1982,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1981,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1980,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1979,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1978,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1977,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1976,"NBA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1975,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1974,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1973,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1972,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1971,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1970,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1969,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1968,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
1967,"ABA","Indiana Pacers","IND","Indiana Pacers","IND","IND",1610612754,"indiana-pacers"
2019,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2018,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2017,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2016,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2015,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2014,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2013,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2012,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2011,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2010,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2009,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2008,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2007,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2006,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2005,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2004,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2003,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2002,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2001,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2000,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1999,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1998,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1997,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1996,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1995,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1994,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1993,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1992,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1991,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1990,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1989,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1988,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1987,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1986,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1985,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1984,"NBA","Los Angeles Clippers","LAC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1983,"NBA","San Diego Clippers","SDC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1982,"NBA","San Diego Clippers","SDC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1981,"NBA","San Diego Clippers","SDC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1980,"NBA","San Diego Clippers","SDC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1979,"NBA","San Diego Clippers","SDC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1978,"NBA","San Diego Clippers","SDC","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1977,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1976,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1975,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1974,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1973,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1972,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1971,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
1970,"NBA","Buffalo Braves","BUF","Los Angeles Clippers","LAC","LAC",1610612746,"los-angeles-clippers"
2019,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2018,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2017,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2016,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2015,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2014,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2013,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2012,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2011,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2010,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2009,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2008,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2007,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2006,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2005,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2004,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2003,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2002,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2001,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
2000,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1999,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1998,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1997,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1996,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1995,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1994,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1993,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1992,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1991,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1990,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1989,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1988,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1987,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1986,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1985,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1984,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1983,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1982,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
1981,"NBA","Los Angeles Lakers","LAL","Los Angeles Lakers","LAL","LAL",1610612747,"los-angeles-lakers"
